"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"feedback.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc1 > a:nth-child(18)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5039.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,0,event)\" style=\"left:411px;top:750px;width:379px;height:62px;\">","#xr_xrc1 > a:nth-child(18) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5039.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,0,event)\" style=\"left:411px;top:750px;width:379px;height:62px;\">","#xr_xrc1 > a:nth-child(18) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5039.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,0,event)\" style=\"left:411px;top:750px;width:379px;height:62px;\">","#xr_xrc1 > a:nth-child(18) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5050.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,0)\" style=\"left:411px;top:750px;width:379px;height:62px;\">","#xr_xrc1 > a:nth-child(18) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5050.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,0)\" style=\"left:411px;top:750px;width:379px;height:62px;\">","#xr_xrc1 > a:nth-child(18) > img:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5050.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,0)\" style=\"left:411px;top:750px;width:379px;height:62px;\">","#xr_xrc1 > a:nth-child(18) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<a href=\"https://patient.emisaccess.co.uk/\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,0)\"><span class=\"Normal_text xr_s6\"...</a>","#xr_xrc1 > div:nth-child(20) > div > span > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"https://patient.emisaccess.co.uk/\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,0)\"><span class=\"Normal_text xr_s6\"...</a>","#xr_xrc1 > div:nth-child(20) > div > span > a"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H30.2","Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","error","<a href=\"#\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc1 > a:nth-child(22)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"#\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc1 > a:nth-child(22)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/4.png\" alt=\"\" title=\"\" onmousemove=\"xr_mo(this,0,event)\" style=\"left:20px;top:10px;width:10px;height:10px;\">","#xr_xrc1 > a:nth-child(22) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/4.png\" alt=\"\" title=\"\" onmousemove=\"xr_mo(this,0,event)\" style=\"left:20px;top:10px;width:10px;height:10px;\">","#xr_xrc1 > a:nth-child(22) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5.png\" alt=\"\" title=\"\" style=\"left:0px;top:30px;width:369px;height:109px;\">","#xr_xrc1 > img:nth-child(23)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5.png\" alt=\"\" title=\"\" style=\"left:0px;top:30px;width:369px;height:109px;\">","#xr_xrc1 > img:nth-child(23)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:0px;top:1055px;width:1200px;height:30px; background-color: #666666;\"></span>","#xr_xrc1 > div:nth-child(24) > span"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<a href=\"privacypolicy.htm\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,0)\"><span class=\"Normal_text xr_s8\"...</a>","#xr_xrc1 > div:nth-child(25) > div > span > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"privacypolicy.htm\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,0)\"><span class=\"Normal_text xr_s8\"...</a>","#xr_xrc1 > div:nth-child(25) > div > span > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:0px;top:843px;width:1200px;height:212px; background-color: #CCCCCC;\"></span>","#xr_xrc1 > div:nth-child(27) > span"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<a href=\"http://www.nhs.uk/Services/GP/ReviewsAndRatings/DefaultView.aspx?id=42194\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,0)\"><span class=\"Normal_text Footer...</a>","#xr_xrc1 > div:nth-child(30) > div > span > a:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"http://www.nhs.uk/Services/GP/ReviewsAndRatings/DefaultView.aspx?id=42194\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,0)\"><span class=\"Normal_text Footer...</a>","#xr_xrc1 > div:nth-child(30) > div > span > a:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<a href=\"https://www.nhs.uk/Services/GP/LeaveReview/DefaultView.aspx?id=42194\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,0)\"><span class=\"Normal_text Footer...</a>","#xr_xrc1 > div:nth-child(30) > div > span > a:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"https://www.nhs.uk/Services/GP/LeaveReview/DefaultView.aspx?id=42194\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,0)\"><span class=\"Normal_text Footer...</a>","#xr_xrc1 > div:nth-child(30) > div > span > a:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/9.png\" alt=\"\" title=\"\" style=\"left:606px;top:865px;width:207px;height:42px;\">","#xr_xrc1 > div:nth-child(32) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/9.png\" alt=\"\" title=\"\" style=\"left:606px;top:865px;width:207px;height:42px;\">","#xr_xrc1 > div:nth-child(32) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H30.2","Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","error","<a href=\"http://www.cqc.org.uk/provider/1-199704828\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc1 > a:nth-child(33)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"http://www.cqc.org.uk/provider/1-199704828\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc1 > a:nth-child(33)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/8.png\" alt=\"\" title=\"\" onmousemove=\"xr_mo(this,0,event)\" style=\"left:1035px;top:865px;width:145px;height:102px;\">","#xr_xrc1 > a:nth-child(33) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/8.png\" alt=\"\" title=\"\" onmousemove=\"xr_mo(this,0,event)\" style=\"left:1035px;top:865px;width:145px;height:102px;\">","#xr_xrc1 > a:nth-child(33) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/7.png\" alt=\"\" title=\"\" style=\"left:1101px;top:50px;width:79px;height:32px;\">","#xr_xrc1 > img:nth-child(34)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/7.png\" alt=\"\" title=\"\" style=\"left:1101px;top:50px;width:79px;height:32px;\">","#xr_xrc1 > img:nth-child(34)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<span class=\"xr_ar\" onmousemove=\"xr_mp(6,0)\" style=\"left:0px;top:0px;width:128px;height:30px;\"></span>","#xr_xrc1 > div:nth-child(35) > span"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.G90","Ensure the functionality provided by an event handler for this element is available through the keyboard","warning","<a href=\"\" onclick=\"return(false);\" onmousedown=\"xr_ppir(this);\">\n </a>","#xr_xo0 > a"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseDown","Ensure the functionality provided by mousing down on this element is available through the keyboard; for instance, using the keydown event.","warning","<a href=\"\" onclick=\"return(false);\" onmousedown=\"xr_ppir(this);\">\n </a>","#xr_xo0 > a"
"WCAG2AAA.Principle4.Guideline4_1.4_1_2.H91.A.EmptyNoId","Anchor element found with no link content and no name and/or ID attribute.","error","<a href=\"\" onclick=\"return(false);\" onmousedown=\"xr_ppir(this);\">\n </a>","#xr_xo0 > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"\" onclick=\"return(false);\" onmousedown=\"xr_ppir(this);\">\n </a>","#xr_xo0 > a"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<div class=\"xr_ap\" onmousemove=\"xr_mpc(6)\">\n <span class=\"xr_ar\" style=\"le...</div>","#xr_xp6 > div:nth-child(1) > div"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:0px;top:26px;width:1192px;height:531px; background-color: #F2F2F2; border: 4px solid #666666;\"></span>","#xr_xp6 > div:nth-child(1) > div > span"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<div class=\"xr_ap\" onmousemove=\"xr_mpc(6)\">\n <span class=\"xr_ar\" style=\"le...</div>","#xr_xp6 > div:nth-child(2) > div"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:4px;top:4px;width:120px;height:34px; background-color: #F2F2F2;\"></span>","#xr_xp6 > div:nth-child(2) > div > span"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<div class=\"xr_txt Normal_text xr_s10\" style=\"position: absolute; left: 27.019999999999996px; top: 6.91px; width: 73px; height: 13.09px;\" onmousemove=\"xr_mpc(6)\">\n  <span class=\"xr_tr Normal_te...</div>","#xr_xp6 > div:nth-child(3) > div"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<div class=\"xr_ap\" onmousemove=\"xr_mpc(6)\">\n <a href=\"#\" onclick=\"return(x...</div>","#xr_xp6 > div:nth-child(4)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H30.2","Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","error","<a href=\"#\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xp6 > div:nth-child(4) > a"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.G90","Ensure the functionality provided by an event handler for this element is available through the keyboard","warning","<a href=\"#\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xp6 > div:nth-child(4) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"#\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xp6 > div:nth-child(4) > a"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/15.png\" alt=\"\" title=\"\" onmousemove=\"xr_mo(this,6,event)\" style=\"left:20px;top:10px;width:10px;height:10px;\">","#xr_xp6 > div:nth-child(4) > a > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/15.png\" alt=\"\" title=\"\" onmousemove=\"xr_mo(this,6,event)\" style=\"left:20px;top:10px;width:10px;height:10px;\">","#xr_xp6 > div:nth-child(4) > a > img"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<div class=\"xr_ap\" onmousemove=\"xr_mpc(6)\">\n<div class=\"xr_noreset \" style...</div>","#xr_xp6 > div:nth-child(5) > div"
"WCAG2AAA.Principle2.Guideline2_4.2_4_1.H64.1","Iframe element requires a non-empty title attribute that identifies the frame.","error","<iframe id=\"mainmenu1200\" src=\"mainmenu/1200/mainmenu.htm\" width=\"1140\" height=\"475\" scrolling=\"no\" frameborder=\"0\" marginheight=\"0\" marginwidth=\"0\"></iframe>","#mainmenu1200"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:0px;top:0px;width:940px;height:1088px; background-color: #FFFFFF;\"></span>","#xr_mvp_2 > div:nth-child(1) > span"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H48","If this element contains a navigation section, it is recommended that it be marked up as a list.","warning","<div id=\"xr_xrc2\" class=\"xr_ap xr_xri_ xr_xrc\" style=\"width: 940px; height: 1088px; overflow:hidden;\">\n <a href=\"appointments.htm\" on...</div>","#xr_xrc2"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"appointments.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc2 > a:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5065.png\" alt=\"Appointments\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:20px;top:528px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(1) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5065.png\" alt=\"Appointments\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:20px;top:528px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(1) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5065.png\" alt=\"Appointments\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:20px;top:528px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(1) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5073.png\" alt=\"Appointments\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:20px;top:528px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(1) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5073.png\" alt=\"Appointments\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:20px;top:528px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(1) > img:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5073.png\" alt=\"Appointments\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:20px;top:528px;width:294px;height:62px;\">","#xr_xrc2 > a:nth-child(1) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"openinghours.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc2 > a:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5066.png\" alt=\"Opening Hours\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:326px;top:528px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(2) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5066.png\" alt=\"Opening Hours\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:326px;top:528px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(2) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5066.png\" alt=\"Opening Hours\" title=\"\" onmousemove=\"xr_mo(this,10,event)\" style=\"left:326px;top:528px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(2) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5074.png\" alt=\"Opening Hours\" title=\"\" onmousemove=\"xr_mo(this,10)\" style=\"left:326px;top:528px;width:288px;height:62px;\">","#xr_xrc2 > a:nth-child(2) > img:nth-child(2)"
